"id_int,pclass_int,name_str,sex_str,age_int,sibsp_int,parch_int,ticket_str,fare_float,cabin_str,embarked_str,boat_str,body_int,home.dest_str,survived_int",
"920,3,Katavelas. Mr. Vassilios ('Catavelas Vassilios'),male,18.5,0,0,2682,7.2292,?,C,?,58,?,0",
"921,3,Keane. Mr. Andrew 'Andy',male,?,0,0,12460,7.75,?,Q,?,?,?,0",
"922,3,Keefe. Mr. Arthur,male,?,0,0,323592,7.25,?,S,A,?,?,0",
"923,3,Kelly. Miss. Anna Katherine 'Annie Kate',female,?,0,0,9234,7.75,?,Q,16,?,?,1",
"924,3,Kelly. Miss. Mary,female,?,0,0,14312,7.75,?,Q,D,?,?,1",
"925,3,Kelly. Mr. James,male,34.5,0,0,330911,7.8292,?,Q,?,70,?,0",
"926,3,Kelly. Mr. James,male,44,0,0,363592,8.05,?,S,?,?,?,0",
"927,3,Kennedy. Mr. John,male,?,0,0,368783,7.75,?,Q,?,?,?,1",
"928,3,Khalil. Mr. Betros,male,?,1,0,2660,14.4542,?,C,?,?,?,0",
"929,3,Khalil. Mrs. Betros (Zahie 'Maria' Elias),female,?,1,0,2660,14.4542,?,C,?,?,?,0",
"930,3,Kiernan. Mr. John,male,?,1,0,367227,7.75,?,Q,?,?,?,0",
"931,3,Kiernan. Mr. Philip,male,?,1,0,367229,7.75,?,Q,?,?,?,0",
"932,3,Kilgannon. Mr. Thomas J,male,?,0,0,36865,7.7375,?,Q,?,?,?,0",
"933,3,Kink. Miss. Maria,female,22,2,0,315152,8.6625,?,S,?,?,?,0",
"934,3,Kink. Mr. Vincenz,male,26,2,0,315151,8.6625,?,S,?,?,?,0",
"935,3,Kink-Heilmann. Miss. Luise Gretchen,female,4,0,2,315153,22.025,?,S,2,?,?,1",
"936,3,Kink-Heilmann. Mr. Anton,male,29,3,1,315153,22.025,?,S,2,?,?,1",
"937,3,Kink-Heilmann. Mrs. Anton (Luise Heilmann),female,26,1,1,315153,22.025,?,S,2,?,?,1",
"938,3,Klasen. Miss. Gertrud Emilia,female,1,1,1,350405,12.1833,?,S,?,?,?,0",
"939,3,Klasen. Mr. Klas Albin,male,18,1,1,350404,7.8542,?,S,?,?,?,0",
"940,3,Klasen. Mrs. (Hulda Kristina Eugenia Lofqvist),female,36,0,2,350405,12.1833,?,S,?,?,?,0",
"941,3,Kraeff. Mr. Theodor,male,?,0,0,349253,7.8958,?,C,?,?,?,0",
"942,3,Krekorian. Mr. Neshan,male,25,0,0,2654,7.2292,F E57,C,10,?,?,1",
"943,3,Lahoud. Mr. Sarkis,male,?,0,0,2624,7.225,?,C,?,?,?,0",
"944,3,Laitinen. Miss. Kristina Sofia,female,37,0,0,4135,9.5875,?,S,?,?,?,0",
"945,3,Laleff. Mr. Kristo,male,?,0,0,349217,7.8958,?,S,?,?,?,0",
"946,3,Lam. Mr. Ali,male,?,0,0,1601,56.4958,?,S,C,?,?,1",
"947,3,Lam. Mr. Len,male,?,0,0,1601,56.4958,?,S,?,?,?,0",
"948,3,Landergren. Miss. Aurora Adelia,female,22,0,0,C 7077,7.25,?,S,13,?,?,1",
"949,3,Lane. Mr. Patrick,male,?,0,0,7935,7.75,?,Q,?,?,?,0",
"950,3,Lang. Mr. Fang,male,26,0,0,1601,56.4958,?,S,14,?,?,1",
"951,3,Larsson. Mr. August Viktor,male,29,0,0,7545,9.4833,?,S,?,?,?,0",
"952,3,Larsson. Mr. Bengt Edvin,male,29,0,0,347067,7.775,?,S,?,?,?,0",
"953,3,Larsson-Rondberg. Mr. Edvard A,male,22,0,0,347065,7.775,?,S,?,?,?,0",
"954,3,Leeni. Mr. Fahim ('Philip Zenni'),male,22,0,0,2620,7.225,?,C,6,?,?,1",
"955,3,Lefebre. Master. Henry Forbes,male,?,3,1,4133,25.4667,?,S,?,?,?,0",
"956,3,Lefebre. Miss. Ida,female,?,3,1,4133,25.4667,?,S,?,?,?,0",
"957,3,Lefebre. Miss. Jeannie,female,?,3,1,4133,25.4667,?,S,?,?,?,0",
"958,3,Lefebre. Miss. Mathilde,female,?,3,1,4133,25.4667,?,S,?,?,?,0",
"959,3,Lefebre. Mrs. Frank (Frances),female,?,0,4,4133,25.4667,?,S,?,?,?,0",
"960,3,Leinonen. Mr. Antti Gustaf,male,32,0,0,STON/O 2. 3101292,7.925,?,S,?,?,?,0",
"961,3,Lemberopolous. Mr. Peter L,male,34.5,0,0,2683,6.4375,?,C,?,196,?,0",
"962,3,Lennon. Miss. Mary,female,?,1,0,370371,15.5,?,Q,?,?,?,0",
"963,3,Lennon. Mr. Denis,male,?,1,0,370371,15.5,?,Q,?,?,?,0",
"964,3,Leonard. Mr. Lionel,male,36,0,0,LINE,0,?,S,?,?,?,0",
"965,3,Lester. Mr. James,male,39,0,0,A/4 48871,24.15,?,S,?,?,?,0",
"966,3,Lievens. Mr. Rene Aime,male,24,0,0,345781,9.5,?,S,?,?,?,0",
"967,3,Lindahl. Miss. Agda Thorilda Viktoria,female,25,0,0,347071,7.775,?,S,?,?,?,0",
"968,3,Lindblom. Miss. Augusta Charlotta,female,45,0,0,347073,7.75,?,S,?,?,?,0",
"969,3,Lindell. Mr. Edvard Bengtsson,male,36,1,0,349910,15.55,?,S,A,?,?,0",
"970,3,Lindell. Mrs. Edvard Bengtsson (Elin Gerda Persson),female,30,1,0,349910,15.55,?,S,A,?,?,0",
"971,3,Lindqvist. Mr. Eino William,male,20,1,0,STON/O 2. 3101285,7.925,?,S,15,?,?,1",
"972,3,Linehan. Mr. Michael,male,?,0,0,330971,7.8792,?,Q,?,?,?,0",
"973,3,Ling. Mr. Lee,male,28,0,0,1601,56.4958,?,S,?,?,?,0",
"974,3,Lithman. Mr. Simon,male,?,0,0,S.O./P.P. 251,7.55,?,S,?,?,?,0",
"975,3,Lobb. Mr. William Arthur,male,30,1,0,A/5. 3336,16.1,?,S,?,?,?,0",
"976,3,Lobb. Mrs. William Arthur (Cordelia K Stanlick),female,26,1,0,A/5. 3336,16.1,?,S,?,?,?,0",
"977,3,Lockyer. Mr. Edward,male,?,0,0,1222,7.8792,?,S,?,153,?,0",
"978,3,Lovell. Mr. John Hall ('Henry'),male,20.5,0,0,A/5 21173,7.25,?,S,?,?,?,0",
"979,3,Lulic. Mr. Nikola,male,27,0,0,315098,8.6625,?,S,15,?,?,1",
"980,3,Lundahl. Mr. Johan Svensson,male,51,0,0,347743,7.0542,?,S,?,?,?,0",
"981,3,Lundin. Miss. Olga Elida,female,23,0,0,347469,7.8542,?,S,10,?,?,1",
"982,3,Lundstrom. Mr. Thure Edvin,male,32,0,0,350403,7.5792,?,S,15,?,?,1",
"983,3,Lyntakoff. Mr. Stanko,male,?,0,0,349235,7.8958,?,S,?,?,?,0",
"984,3,MacKay. Mr. George William,male,?,0,0,C.A. 42795,7.55,?,S,?,?,?,0",
"985,3,Madigan. Miss. Margaret 'Maggie',female,?,0,0,370370,7.75,?,Q,15,?,?,1",
"986,3,Madsen. Mr. Fridtjof Arne,male,24,0,0,C 17369,7.1417,?,S,13,?,?,1",
"987,3,Maenpaa. Mr. Matti Alexanteri,male,22,0,0,STON/O 2. 3101275,7.125,?,S,?,?,?,0",
"988,3,Mahon. Miss. Bridget Delia,female,?,0,0,330924,7.8792,?,Q,?,?,?,0",
"989,3,Mahon. Mr. John,male,?,0,0,AQ/4 3130,7.75,?,Q,?,?,?,0",
"990,3,Maisner. Mr. Simon,male,?,0,0,A/S 2816,8.05,?,S,?,?,?,0",
"991,3,Makinen. Mr. Kalle Edvard,male,29,0,0,STON/O 2. 3101268,7.925,?,S,?,?,?,0",
"992,3,Mamee. Mr. Hanna,male,?,0,0,2677,7.2292,?,C,15,?,?,1",
"993,3,Mangan. Miss. Mary,female,30.5,0,0,364850,7.75,?,Q,?,61,?,0",
"994,3,Mannion. Miss. Margareth,female,?,0,0,36866,7.7375,?,Q,16,?,?,1",
"995,3,Mardirosian. Mr. Sarkis,male,?,0,0,2655,7.2292,F E46,C,?,?,?,0",
"996,3,Markoff. Mr. Marin,male,35,0,0,349213,7.8958,?,C,?,?,?,0",
"997,3,Markun. Mr. Johann,male,33,0,0,349257,7.8958,?,S,?,?,?,0",
"998,3,Masselmani. Mrs. Fatima,female,?,0,0,2649,7.225,?,C,C,?,?,1",
"999,3,Matinoff. Mr. Nicola,male,?,0,0,349255,7.8958,?,C,?,?,?,0",
"1000,3,McCarthy. Miss. Catherine 'Katie',female,?,0,0,383123,7.75,?,Q,15 16,?,?,1",
"1001,3,McCormack. Mr. Thomas Joseph,male,?,0,0,367228,7.75,?,Q,?,?,?,1",
"1002,3,McCoy. Miss. Agnes,female,?,2,0,367226,23.25,?,Q,16,?,?,1",
"1003,3,McCoy. Miss. Alicia,female,?,2,0,367226,23.25,?,Q,16,?,?,1",
"1004,3,McCoy. Mr. Bernard,male,?,2,0,367226,23.25,?,Q,16,?,?,1",
"1005,3,McDermott. Miss. Brigdet Delia,female,?,0,0,330932,7.7875,?,Q,13,?,?,1",
"1006,3,McEvoy. Mr. Michael,male,?,0,0,36568,15.5,?,Q,?,?,?,0",
"1007,3,McGovern. Miss. Mary,female,?,0,0,330931,7.8792,?,Q,13,?,?,1",
"1008,3,McGowan. Miss. Anna 'Annie',female,15,0,0,330923,8.0292,?,Q,?,?,?,1",
"1009,3,McGowan. Miss. Katherine,female,35,0,0,9232,7.75,?,Q,?,?,?,0",
"1010,3,McMahon. Mr. Martin,male,?,0,0,370372,7.75,?,Q,?,?,?,0",
"1011,3,McNamee. Mr. Neal,male,24,1,0,376566,16.1,?,S,?,?,?,0",
"1012,3,McNamee. Mrs. Neal (Eileen O'Leary),female,19,1,0,376566,16.1,?,S,?,53,?,0",
"1013,3,McNeill. Miss. Bridget,female,?,0,0,370368,7.75,?,Q,?,?,?,0",
"1014,3,Meanwell. Miss. (Marion Ogden),female,?,0,0,SOTON/O.Q. 392087,8.05,?,S,?,?,?,0",
"1015,3,Meek. Mrs. Thomas (Annie Louise Rowley),female,?,0,0,343095,8.05,?,S,?,?,?,0",
"1016,3,Meo. Mr. Alfonzo,male,55.5,0,0,A.5. 11206,8.05,?,S,?,201,?,0",
"1017,3,Mernagh. Mr. Robert,male,?,0,0,368703,7.75,?,Q,?,?,?,0",
"1018,3,Midtsjo. Mr. Karl Albert,male,21,0,0,345501,7.775,?,S,15,?,?,1",
"1019,3,Miles. Mr. Frank,male,?,0,0,359306,8.05,?,S,?,?,?,0",
"1020,3,Mineff. Mr. Ivan,male,24,0,0,349233,7.8958,?,S,?,?,?,0",
"1021,3,Minkoff. Mr. Lazar,male,21,0,0,349211,7.8958,?,S,?,?,?,0",
"1022,3,Mionoff. Mr. Stoytcho,male,28,0,0,349207,7.8958,?,S,?,?,?,0",
"1023,3,Mitkoff. Mr. Mito,male,?,0,0,349221,7.8958,?,S,?,?,?,0",
"1024,3,Mockler. Miss. Helen Mary 'Ellie',female,?,0,0,330980,7.8792,?,Q,16,?,?,1",
"1025,3,Moen. Mr. Sigurd Hansen,male,25,0,0,348123,7.65,F G73,S,?,309,?,0",
"1026,3,Moor. Master. Meier,male,6,0,1,392096,12.475,E121,S,14,?,?,1",
"1027,3,Moor. Mrs. (Beila),female,27,0,1,392096,12.475,E121,S,14,?,?,1",
"1028,3,Moore. Mr. Leonard Charles,male,?,0,0,A4. 54510,8.05,?,S,?,?,?,0",
"1029,3,Moran. Miss. Bertha,female,?,1,0,371110,24.15,?,Q,16,?,?,1",
"1030,3,Moran. Mr. Daniel J,male,?,1,0,371110,24.15,?,Q,?,?,?,0",
"1031,3,Moran. Mr. James,male,?,0,0,330877,8.4583,?,Q,?,?,?,0",
"1032,3,Morley. Mr. William,male,34,0,0,364506,8.05,?,S,?,?,?,0",
"1033,3,Morrow. Mr. Thomas Rowan,male,?,0,0,372622,7.75,?,Q,?,?,?,0",
"1034,3,Moss. Mr. Albert Johan,male,?,0,0,312991,7.775,?,S,B,?,?,1",
"1035,3,Moubarek. Master. Gerios,male,?,1,1,2661,15.2458,?,C,C,?,?,1",
"1036,3,Moubarek. Master. Halim Gonios ('William George'),male,?,1,1,2661,15.2458,?,C,C,?,?,1",
"1037,3,Moubarek. Mrs. George (Omine 'Amenia' Alexander),female,?,0,2,2661,15.2458,?,C,C,?,?,1",
"1038,3,Moussa. Mrs. (Mantoura Boulos),female,?,0,0,2626,7.2292,?,C,?,?,?,1",
"1039,3,Moutal. Mr. Rahamin Haim,male,?,0,0,374746,8.05,?,S,?,?,?,0",
"1040,3,Mullens. Miss. Katherine 'Katie',female,?,0,0,35852,7.7333,?,Q,16,?,?,1",
"1041,3,Mulvihill. Miss. Bertha E,female,24,0,0,382653,7.75,?,Q,15,?,?,1",
"1042,3,Murdlin. Mr. Joseph,male,?,0,0,A./5. 3235,8.05,?,S,?,?,?,0",
"1043,3,Murphy. Miss. Katherine 'Kate',female,?,1,0,367230,15.5,?,Q,16,?,?,1",
"1044,3,Murphy. Miss. Margaret Jane,female,?,1,0,367230,15.5,?,Q,16,?,?,1",
"1045,3,Murphy. Miss. Nora,female,?,0,0,36568,15.5,?,Q,16,?,?,1",
"1046,3,Myhrman. Mr. Pehr Fabian Oliver Malkolm,male,18,0,0,347078,7.75,?,S,?,?,?,0",
"1047,3,Naidenoff. Mr. Penko,male,22,0,0,349206,7.8958,?,S,?,?,?,0",
"1048,3,Najib. Miss. Adele Kiamie 'Jane',female,15,0,0,2667,7.225,?,C,C,?,?,1",
"1049,3,Nakid. Miss. Maria ('Mary'),female,1,0,2,2653,15.7417,?,C,C,?,?,1",
"1050,3,Nakid. Mr. Sahid,male,20,1,1,2653,15.7417,?,C,C,?,?,1",
"1051,3,Nakid. Mrs. Said (Waika 'Mary' Mowad),female,19,1,1,2653,15.7417,?,C,C,?,?,1",
"1052,3,Nancarrow. Mr. William Henry,male,33,0,0,A./5. 3338,8.05,?,S,?,?,?,0",
"1053,3,Nankoff. Mr. Minko,male,?,0,0,349218,7.8958,?,S,?,?,?,0",
"1054,3,Nasr. Mr. Mustafa,male,?,0,0,2652,7.2292,?,C,?,?,?,0",
"1055,3,Naughton. Miss. Hannah,female,?,0,0,365237,7.75,?,Q,?,?,?,0",
"1056,3,Nenkoff. Mr. Christo,male,?,0,0,349234,7.8958,?,S,?,?,?,0",
"1057,3,Nicola-Yarred. Master. Elias,male,12,1,0,2651,11.2417,?,C,C,?,?,1",
"1058,3,Nicola-Yarred. Miss. Jamila,female,14,1,0,2651,11.2417,?,C,C,?,?,1",
"1059,3,Nieminen. Miss. Manta Josefina,female,29,0,0,3101297,7.925,?,S,?,?,?,0",
"1060,3,Niklasson. Mr. Samuel,male,28,0,0,363611,8.05,?,S,?,?,?,0",
"1061,3,Nilsson. Miss. Berta Olivia,female,18,0,0,347066,7.775,?,S,D,?,?,1",
"1062,3,Nilsson. Miss. Helmina Josefina,female,26,0,0,347470,7.8542,?,S,13,?,?,1",
"1063,3,Nilsson. Mr. August Ferdinand,male,21,0,0,350410,7.8542,?,S,?,?,?,0",
"1064,3,Nirva. Mr. Iisakki Antino Aijo,male,41,0,0,SOTON/O2 3101272,7.125,?,S,?,?,Finland Sudbury. ON,0",
"1065,3,Niskanen. Mr. Juha,male,39,0,0,STON/O 2. 3101289,7.925,?,S,9,?,?,1",
"1066,3,Nosworthy. Mr. Richard Cater,male,21,0,0,A/4. 39886,7.8,?,S,?,?,?,0",
"1067,3,Novel. Mr. Mansouer,male,28.5,0,0,2697,7.2292,?,C,?,181,?,0",
"1068,3,Nysten. Miss. Anna Sofia,female,22,0,0,347081,7.75,?,S,13,?,?,1",
"1069,3,Nysveen. Mr. Johan Hansen,male,61,0,0,345364,6.2375,?,S,?,?,?,0",
"1070,3,O'Brien. Mr. Thomas,male,?,1,0,370365,15.5,?,Q,?,?,?,0",
"1071,3,O'Brien. Mr. Timothy,male,?,0,0,330979,7.8292,?,Q,?,?,?,0",
"1072,3,O'Brien. Mrs. Thomas (Johanna 'Hannah' Godfrey),female,?,1,0,370365,15.5,?,Q,?,?,?,1",
"1073,3,O'Connell. Mr. Patrick D,male,?,0,0,334912,7.7333,?,Q,?,?,?,0",
"1074,3,O'Connor. Mr. Maurice,male,?,0,0,371060,7.75,?,Q,?,?,?,0",
"1075,3,O'Connor. Mr. Patrick,male,?,0,0,366713,7.75,?,Q,?,?,?,0",
"1076,3,Odahl. Mr. Nils Martin,male,23,0,0,7267,9.225,?,S,?,?,?,0",
"1077,3,O'Donoghue. Ms. Bridget,female,?,0,0,364856,7.75,?,Q,?,?,?,0",
"1078,3,O'Driscoll. Miss. Bridget,female,?,0,0,14311,7.75,?,Q,D,?,?,1",
"1079,3,O'Dwyer. Miss. Ellen 'Nellie',female,?,0,0,330959,7.8792,?,Q,?,?,?,1",
"1080,3,Ohman. Miss. Velin,female,22,0,0,347085,7.775,?,S,C,?,?,1",
"1081,3,O'Keefe. Mr. Patrick,male,?,0,0,368402,7.75,?,Q,B,?,?,1",
"1082,3,O'Leary. Miss. Hanora 'Norah',female,?,0,0,330919,7.8292,?,Q,13,?,?,1",
"1083,3,Olsen. Master. Artur Karl,male,9,0,1,C 17368,3.1708,?,S,13,?,?,1",
"1084,3,Olsen. Mr. Henry Margido,male,28,0,0,C 4001,22.525,?,S,?,173,?,0",
"1085,3,Olsen. Mr. Karl Siegwart Andreas,male,42,0,1,4579,8.4042,?,S,?,?,?,0",
"1086,3,Olsen. Mr. Ole Martin,male,?,0,0,Fa 265302,7.3125,?,S,?,?,?,0",
"1087,3,Olsson. Miss. Elina,female,31,0,0,350407,7.8542,?,S,?,?,?,0",
"1088,3,Olsson. Mr. Nils Johan Goransson,male,28,0,0,347464,7.8542,?,S,?,?,?,0",
"1089,3,Olsson. Mr. Oscar Wilhelm,male,32,0,0,347079,7.775,?,S,A,?,?,1",
"1090,3,Olsvigen. Mr. Thor Anderson,male,20,0,0,6563,9.225,?,S,?,89,Oslo. Norway Cameron. WI,0",
"1091,3,Oreskovic. Miss. Jelka,female,23,0,0,315085,8.6625,?,S,?,?,?,0",
"1092,3,Oreskovic. Miss. Marija,female,20,0,0,315096,8.6625,?,S,?,?,?,0",
"1093,3,Oreskovic. Mr. Luka,male,20,0,0,315094,8.6625,?,S,?,?,?,0",
"1094,3,Osen. Mr. Olaf Elon,male,16,0,0,7534,9.2167,?,S,?,?,?,0",
"1095,3,Osman. Mrs. Mara,female,31,0,0,349244,8.6833,?,S,?,?,?,1",
"1096,3,O'Sullivan. Miss. Bridget Mary,female,?,0,0,330909,7.6292,?,Q,?,?,?,0",
"1097,3,Palsson. Master. Gosta Leonard,male,2,3,1,349909,21.075,?,S,?,4,?,0",
"1098,3,Palsson. Master. Paul Folke,male,6,3,1,349909,21.075,?,S,?,?,?,0",
"1099,3,Palsson. Miss. Stina Viola,female,3,3,1,349909,21.075,?,S,?,?,?,0",
"1100,3,Palsson. Miss. Torborg Danira,female,8,3,1,349909,21.075,?,S,?,?,?,0",
"1101,3,Palsson. Mrs. Nils (Alma Cornelia Berglund),female,29,0,4,349909,21.075,?,S,?,206,?,0",
"1102,3,Panula. Master. Eino Viljami,male,1,4,1,3101295,39.6875,?,S,?,?,?,0",
"1103,3,Panula. Master. Juha Niilo,male,7,4,1,3101295,39.6875,?,S,?,?,?,0",
"1104,3,Panula. Master. Urho Abraham,male,2,4,1,3101295,39.6875,?,S,?,?,?,0",
"1105,3,Panula. Mr. Ernesti Arvid,male,16,4,1,3101295,39.6875,?,S,?,?,?,0",
"1106,3,Panula. Mr. Jaako Arnold,male,14,4,1,3101295,39.6875,?,S,?,?,?,0",
"1107,3,Panula. Mrs. Juha (Maria Emilia Ojala),female,41,0,5,3101295,39.6875,?,S,?,?,?,0",
"1108,3,Pasic. Mr. Jakob,male,21,0,0,315097,8.6625,?,S,?,?,?,0",
"1109,3,Patchett. Mr. George,male,19,0,0,358585,14.5,?,S,?,?,?,0",
"1110,3,Paulner. Mr. Uscher,male,?,0,0,3411,8.7125,?,C,?,?,?,0",
"1111,3,Pavlovic. Mr. Stefo,male,32,0,0,349242,7.8958,?,S,?,?,?,0",
"1112,3,Peacock. Master. Alfred Edward,male,0.75,1,1,SOTON/O.Q. 3101315,13.775,?,S,?,?,?,0",
"1113,3,Peacock. Miss. Treasteall,female,3,1,1,SOTON/O.Q. 3101315,13.775,?,S,?,?,?,0",
"1114,3,Peacock. Mrs. Benjamin (Edith Nile),female,26,0,2,SOTON/O.Q. 3101315,13.775,?,S,?,?,?,0",
"1115,3,Pearce. Mr. Ernest,male,?,0,0,343271,7,?,S,?,?,?,0",
"1116,3,Pedersen. Mr. Olaf,male,?,0,0,345498,7.775,?,S,?,?,?,0",
"1117,3,Peduzzi. Mr. Joseph,male,?,0,0,A/5 2817,8.05,?,S,?,?,?,0",
"1118,3,Pekoniemi. Mr. Edvard,male,21,0,0,STON/O 2. 3101294,7.925,?,S,?,?,?,0",
"1119,3,Peltomaki. Mr. Nikolai Johannes,male,25,0,0,STON/O 2. 3101291,7.925,?,S,?,?,?,0",
"1120,3,Perkin. Mr. John Henry,male,22,0,0,A/5 21174,7.25,?,S,?,?,?,0",
"1121,3,Persson. Mr. Ernst Ulrik,male,25,1,0,347083,7.775,?,S,15,?,?,1",
"1122,3,Peter. Master. Michael J,male,?,1,1,2668,22.3583,?,C,C,?,?,1",
"1123,3,Peter. Miss. Anna,female,?,1,1,2668,22.3583,F E69,C,D,?,?,1",
"1124,3,Peter. Mrs. Catherine (Catherine Rizk),female,?,0,2,2668,22.3583,?,C,D,?,?,1",
"1125,3,Peters. Miss. Katie,female,?,0,0,330935,8.1375,?,Q,?,?,?,0",
"1126,3,Petersen. Mr. Marius,male,24,0,0,342441,8.05,?,S,?,?,?,0",
"1127,3,Petranec. Miss. Matilda,female,28,0,0,349245,7.8958,?,S,?,?,?,0",
"1128,3,Petroff. Mr. Nedelio,male,19,0,0,349212,7.8958,?,S,?,?,?,0",
"1129,3,Petroff. Mr. Pastcho ('Pentcho'),male,?,0,0,349215,7.8958,?,S,?,?,?,0",
"1130,3,Petterson. Mr. Johan Emil,male,25,1,0,347076,7.775,?,S,?,?,?,0",
"1131,3,Pettersson. Miss. Ellen Natalia,female,18,0,0,347087,7.775,?,S,?,?,?,0",
"1132,3,Pickard. Mr. Berk (Berk Trembisky),male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,9,?,?,1",
"1133,3,Plotcharsky. Mr. Vasil,male,?,0,0,349227,7.8958,?,S,?,?,?,0",
"1134,3,Pokrnic. Mr. Mate,male,17,0,0,315095,8.6625,?,S,?,?,?,0",
"1135,3,Pokrnic. Mr. Tome,male,24,0,0,315092,8.6625,?,S,?,?,?,0",
"1136,3,Radeff. Mr. Alexander,male,?,0,0,349223,7.8958,?,S,?,?,?,0",
"1137,3,Rasmussen. Mrs. (Lena Jacobsen Solvang),female,?,0,0,65305,8.1125,?,S,?,?,?,0",
"1138,3,Razi. Mr. Raihed,male,?,0,0,2629,7.2292,?,C,?,?,?,0",
"1139,3,Reed. Mr. James George,male,?,0,0,362316,7.25,?,S,?,?,?,0",
"1140,3,Rekic. Mr. Tido,male,38,0,0,349249,7.8958,?,S,?,?,?,0",
"1141,3,Reynolds. Mr. Harold J,male,21,0,0,342684,8.05,?,S,?,?,?,0",
"1142,3,Rice. Master. Albert,male,10,4,1,382652,29.125,?,Q,?,?,?,0",
"1143,3,Rice. Master. Arthur,male,4,4,1,382652,29.125,?,Q,?,?,?,0",
"1144,3,Rice. Master. Eric,male,7,4,1,382652,29.125,?,Q,?,?,?,0",
"1145,3,Rice. Master. Eugene,male,2,4,1,382652,29.125,?,Q,?,?,?,0",
"1146,3,Rice. Master. George Hugh,male,8,4,1,382652,29.125,?,Q,?,?,?,0",
"1147,3,Rice. Mrs. William (Margaret Norton),female,39,0,5,382652,29.125,?,Q,?,327,?,0",
"1148,3,Riihivouri. Miss. Susanna Juhantytar 'Sanni',female,22,0,0,3101295,39.6875,?,S,?,?,?,0",
"1149,3,Rintamaki. Mr. Matti,male,35,0,0,STON/O 2. 3101273,7.125,?,S,?,?,?,0",
"1150,3,Riordan. Miss. Johanna 'Hannah',female,?,0,0,334915,7.7208,?,Q,13,?,?,1",
"1151,3,Risien. Mr. Samuel Beard,male,?,0,0,364498,14.5,?,S,?,?,?,0",
"1152,3,Risien. Mrs. Samuel (Emma),female,?,0,0,364498,14.5,?,S,?,?,?,0",
"1153,3,Robins. Mr. Alexander A,male,50,1,0,A/5. 3337,14.5,?,S,?,119,?,0",
"1154,3,Robins. Mrs. Alexander A (Grace Charity Laury),female,47,1,0,A/5. 3337,14.5,?,S,?,7,?,0",
"1155,3,Rogers. Mr. William John,male,?,0,0,S.C./A.4. 23567,8.05,?,S,?,?,?,0",
"1156,3,Rommetvedt. Mr. Knud Paust,male,?,0,0,312993,7.775,?,S,?,?,?,0",
"1157,3,Rosblom. Miss. Salli Helena,female,2,1,1,370129,20.2125,?,S,?,?,?,0",
"1158,3,Rosblom. Mr. Viktor Richard,male,18,1,1,370129,20.2125,?,S,?,?,?,0",
"1159,3,Rosblom. Mrs. Viktor (Helena Wilhelmina),female,41,0,2,370129,20.2125,?,S,?,?,?,0",
"1160,3,Roth. Miss. Sarah A,female,?,0,0,342712,8.05,?,S,C,?,?,1",
"1161,3,Rouse. Mr. Richard Henry,male,50,0,0,A/5 3594,8.05,?,S,?,?,?,0",
"1162,3,Rush. Mr. Alfred George John,male,16,0,0,A/4. 20589,8.05,?,S,?,?,?,0",
"1163,3,Ryan. Mr. Edward,male,?,0,0,383162,7.75,?,Q,14,?,?,1",
"1164,3,Ryan. Mr. Patrick,male,?,0,0,371110,24.15,?,Q,?,?,?,0",
"1165,3,Saad. Mr. Amin,male,?,0,0,2671,7.2292,?,C,?,?,?,0",
"1166,3,Saad. Mr. Khalil,male,25,0,0,2672,7.225,?,C,?,?,?,0",
"1167,3,Saade. Mr. Jean Nassr,male,?,0,0,2676,7.225,?,C,?,?,?,0",
"1168,3,Sadlier. Mr. Matthew,male,?,0,0,367655,7.7292,?,Q,?,?,?,0",
"1169,3,Sadowitz. Mr. Harry,male,?,0,0,LP 1588,7.575,?,S,?,?,?,0",
"1170,3,Saether. Mr. Simon Sivertsen,male,38.5,0,0,SOTON/O.Q. 3101262,7.25,?,S,?,32,?,0",
"1171,3,Sage. Master. Thomas Henry,male,?,8,2,CA. 2343,69.55,?,S,?,?,?,0",
"1172,3,Sage. Master. William Henry,male,14.5,8,2,CA. 2343,69.55,?,S,?,67,?,0",
"1173,3,Sage. Miss. Ada,female,?,8,2,CA. 2343,69.55,?,S,?,?,?,0",
"1174,3,Sage. Miss. Constance Gladys,female,?,8,2,CA. 2343,69.55,?,S,?,?,?,0",
"1175,3,Sage. Miss. Dorothy Edith 'Dolly',female,?,8,2,CA. 2343,69.55,?,S,?,?,?,0",
"1176,3,Sage. Miss. Stella Anna,female,?,8,2,CA. 2343,69.55,?,S,?,?,?,0",
"1177,3,Sage. Mr. Douglas Bullen,male,?,8,2,CA. 2343,69.55,?,S,?,?,?,0",
"1178,3,Sage. Mr. Frederick,male,?,8,2,CA. 2343,69.55,?,S,?,?,?,0",
"1179,3,Sage. Mr. George John Jr,male,?,8,2,CA. 2343,69.55,?,S,?,?,?,0",
"1180,3,Sage. Mr. John George,male,?,1,9,CA. 2343,69.55,?,S,?,?,?,0",
"1181,3,Sage. Mrs. John (Annie Bullen),female,?,1,9,CA. 2343,69.55,?,S,?,?,?,0",
"1182,3,Salander. Mr. Karl Johan,male,24,0,0,7266,9.325,?,S,?,?,?,0",
"1183,3,Salkjelsvik. Miss. Anna Kristine,female,21,0,0,343120,7.65,?,S,C,?,?,1",
"1184,3,Salonen. Mr. Johan Werner,male,39,0,0,3101296,7.925,?,S,?,?,?,0",
